Date,Product_ID,Sales,Lead_Time,DayOfWeek,Month,Sales_Lag_1,Sales_Lag_7,Rolling_Mean_7
2023-02-10,Product_2,34,3,4,2,38.0,34.0,34.714285714285715
2023-02-11,Product_2,38,5,5,2,34.0,29.0,36.0
2023-02-12,Product_2,39,3,6,2,38.0,33.0,36.857142857142854
2023-02-13,Product_2,33,4,0,2,39.0,35.0,36.57142857142857
2023-02-14,Product_2,38,4,1,2,33.0,32.0,37.42857142857143
2023-02-15,Product_2,39,2,2,2,38.0,42.0,37.0
2023-02-16,Product_2,37,2,3,2,39.0,38.0,36.857142857142854
2023-02-17,Product_2,44,5,4,2,37.0,34.0,38.285714285714285
2023-02-18,Product_2,40,4,5,2,44.0,38.0,38.57142857142857
2023-02-19,Product_2,39,2,6,2,40.0,39.0,38.57142857142857
2023-02-20,Product_2,38,3,0,2,39.0,33.0,39.285714285714285
2023-02-21,Product_2,25,2,1,2,38.0,38.0,37.42857142857143
2023-02-22,Product_2,44,2,2,2,25.0,39.0,38.142857142857146
2023-02-23,Product_2,30,3,3,2,44.0,37.0,37.142857142857146
2023-02-24,Product_2,29,3,4,2,30.0,44.0,35.0
2023-02-25,Product_2,25,4,5,2,29.0,40.0,32.857142857142854
2023-02-26,Product_2,44,4,6,2,25.0,39.0,33.57142857142857
2023-02-27,Product_2,41,5,0,2,44.0,38.0,34.0
2023-02-28,Product_2,42,4,1,2,41.0,25.0,36.42857142857143
2023-03-01,Product_2,37,3,2,3,42.0,44.0,35.42857142857143
2023-03-02,Product_2,42,4,3,3,37.0,30.0,37.142857142857146
2023-03-03,Product_2,41,4,4,3,42.0,29.0,38.857142857142854
2023-03-04,Product_2,42,4,5,3,41.0,25.0,41.285714285714285
2023-03-05,Product_2,36,3,6,3,42.0,44.0,40.142857142857146
2023-03-06,Product_2,35,3,0,3,36.0,41.0,39.285714285714285
2023-03-07,Product_2,46,3,1,3,35.0,42.0,39.857142857142854
2023-03-08,Product_2,37,3,2,3,46.0,37.0,39.857142857142854
2023-03-09,Product_2,26,2,3,3,37.0,42.0,37.57142857142857
2023-03-10,Product_2,41,5,4,3,26.0,41.0,37.57142857142857
2023-03-11,Product_2,38,5,5,3,41.0,42.0,37.0
2023-03-12,Product_2,50,2,6,3,38.0,36.0,39.0
2023-03-13,Product_2,25,2,0,3,50.0,35.0,37.57142857142857
2023-03-14,Product_2,36,3,1,3,25.0,46.0,36.142857142857146
2023-03-15,Product_2,38,5,2,3,36.0,37.0,36.285714285714285
2023-03-16,Product_2,37,5,3,3,38.0,26.0,37.857142857142854
2023-03-17,Product_2,42,5,4,3,37.0,41.0,38.0
2023-03-18,Product_2,46,4,5,3,42.0,38.0,39.142857142857146
2023-03-19,Product_2,38,3,6,3,46.0,50.0,37.42857142857143
2023-03-20,Product_2,40,5,0,3,38.0,25.0,39.57142857142857
2023-03-21,Product_2,30,4,1,3,40.0,36.0,38.714285714285715
2023-03-22,Product_2,35,5,2,3,30.0,38.0,38.285714285714285
2023-03-23,Product_2,37,5,3,3,35.0,37.0,38.285714285714285
2023-03-24,Product_2,36,5,4,3,37.0,42.0,37.42857142857143
2023-03-25,Product_2,34,5,5,3,36.0,46.0,35.714285714285715
2023-03-26,Product_2,39,5,6,3,34.0,38.0,35.857142857142854
2023-03-27,Product_2,44,4,0,3,39.0,40.0,36.42857142857143
2023-03-28,Product_2,42,3,1,3,44.0,30.0,38.142857142857146
2023-03-29,Product_2,35,5,2,3,42.0,35.0,38.142857142857146
2023-03-30,Product_2,36,3,3,3,35.0,37.0,38.0
2023-03-31,Product_2,36,3,4,3,36.0,36.0,38.0
2023-04-01,Product_2,43,4,5,4,36.0,34.0,39.285714285714285
2023-04-02,Product_2,41,4,6,4,43.0,39.0,39.57142857142857
2023-04-03,Product_2,32,2,0,4,41.0,44.0,37.857142857142854
2023-04-04,Product_2,35,2,1,4,32.0,42.0,36.857142857142854
2023-04-05,Product_2,42,2,2,4,35.0,35.0,37.857142857142854
2023-04-06,Product_2,34,5,3,4,42.0,36.0,37.57142857142857
2023-04-07,Product_2,40,2,4,4,34.0,36.0,38.142857142857146
2023-04-08,Product_2,31,4,5,4,40.0,43.0,36.42857142857143
2023-04-09,Product_2,24,2,6,4,31.0,41.0,34.0
2023-04-10,Product_2,36,4,0,4,24.0,32.0,34.57142857142857
2023-04-11,Product_2,39,4,1,4,36.0,35.0,35.142857142857146
2023-04-12,Product_2,41,5,2,4,39.0,42.0,35.0
2023-04-13,Product_2,31,3,3,4,41.0,34.0,34.57142857142857
2023-04-14,Product_2,35,3,4,4,31.0,40.0,33.857142857142854
2023-04-15,Product_2,43,5,5,4,35.0,31.0,35.57142857142857
2023-04-16,Product_2,39,2,6,4,43.0,24.0,37.714285714285715
2023-04-17,Product_2,31,5,0,4,39.0,36.0,37.0
2023-04-18,Product_2,49,3,1,4,31.0,39.0,38.42857142857143
2023-04-19,Product_2,30,5,2,4,49.0,41.0,36.857142857142854
2023-04-20,Product_2,31,4,3,4,30.0,31.0,36.857142857142854
2023-04-21,Product_2,39,2,4,4,31.0,35.0,37.42857142857143
2023-04-22,Product_2,34,4,5,4,39.0,43.0,36.142857142857146
2023-04-23,Product_2,30,4,6,4,34.0,39.0,34.857142857142854
2023-04-24,Product_2,35,3,0,4,30.0,31.0,35.42857142857143
2023-04-25,Product_2,43,2,1,4,35.0,49.0,34.57142857142857
2023-04-26,Product_2,30,5,2,4,43.0,30.0,34.57142857142857
2023-04-27,Product_2,45,5,3,4,30.0,31.0,36.57142857142857
2023-04-28,Product_2,29,4,4,4,45.0,39.0,35.142857142857146
2023-04-29,Product_2,41,4,5,4,29.0,34.0,36.142857142857146
2023-04-30,Product_2,49,2,6,4,41.0,30.0,38.857142857142854
2023-05-01,Product_2,47,3,0,5,49.0,35.0,40.57142857142857
2023-05-02,Product_2,45,5,1,5,47.0,43.0,40.857142857142854
2023-05-03,Product_2,37,2,2,5,45.0,30.0,41.857142857142854
2023-05-04,Product_2,34,4,3,5,37.0,45.0,40.285714285714285
2023-05-05,Product_2,36,5,4,5,34.0,29.0,41.285714285714285
2023-05-06,Product_2,39,3,5,5,36.0,41.0,41.0
2023-05-07,Product_2,35,5,6,5,39.0,49.0,39.0
2023-05-08,Product_2,43,4,0,5,35.0,47.0,38.42857142857143
2023-05-09,Product_2,26,5,1,5,43.0,45.0,35.714285714285715
2023-05-10,Product_2,36,5,2,5,26.0,37.0,35.57142857142857
2023-05-11,Product_2,29,3,3,5,36.0,34.0,34.857142857142854
2023-05-12,Product_2,40,4,4,5,29.0,36.0,35.42857142857143
2023-05-13,Product_2,27,2,5,5,40.0,39.0,33.714285714285715
2023-05-14,Product_2,44,4,6,5,27.0,35.0,35.0
2023-05-15,Product_2,38,5,0,5,44.0,43.0,34.285714285714285
2023-05-16,Product_2,36,3,1,5,38.0,26.0,35.714285714285715
2023-05-17,Product_2,36,4,2,5,36.0,36.0,35.714285714285715
2023-05-18,Product_2,34,4,3,5,36.0,29.0,36.42857142857143
2023-05-19,Product_2,30,5,4,5,34.0,40.0,35.0
2023-05-20,Product_2,36,2,5,5,30.0,27.0,36.285714285714285
2023-05-21,Product_2,31,4,6,5,36.0,44.0,34.42857142857143
2023-05-22,Product_2,37,3,0,5,31.0,38.0,34.285714285714285
2023-05-23,Product_2,39,3,1,5,37.0,36.0,34.714285714285715
2023-05-24,Product_2,36,4,2,5,39.0,36.0,34.714285714285715
2023-05-25,Product_2,38,3,3,5,36.0,34.0,35.285714285714285
2023-05-26,Product_2,32,4,4,5,38.0,30.0,35.57142857142857
2023-05-27,Product_2,40,5,5,5,32.0,36.0,36.142857142857146
2023-05-28,Product_2,32,5,6,5,40.0,31.0,36.285714285714285
2023-05-29,Product_2,39,3,0,5,32.0,37.0,36.57142857142857
2023-05-30,Product_2,39,4,1,5,39.0,39.0,36.57142857142857
2023-05-31,Product_2,32,5,2,5,39.0,36.0,36.0
2023-06-01,Product_2,34,4,3,6,32.0,38.0,35.42857142857143
2023-06-02,Product_2,28,3,4,6,34.0,32.0,34.857142857142854
2023-06-03,Product_2,27,3,5,6,28.0,40.0,33.0
2023-06-04,Product_2,32,4,6,6,27.0,32.0,33.0
2023-06-05,Product_2,41,3,0,6,32.0,39.0,33.285714285714285
2023-06-06,Product_2,33,2,1,6,41.0,39.0,32.42857142857143
2023-06-07,Product_2,26,3,2,6,33.0,32.0,31.571428571428573
2023-06-08,Product_2,30,4,3,6,26.0,34.0,31.0
2023-06-09,Product_2,27,2,4,6,30.0,28.0,30.857142857142858
2023-06-10,Product_2,31,2,5,6,27.0,27.0,31.428571428571427
2023-06-11,Product_2,37,3,6,6,31.0,32.0,32.142857142857146
2023-06-12,Product_2,38,3,0,6,37.0,41.0,31.714285714285715
2023-06-13,Product_2,38,2,1,6,38.0,33.0,32.42857142857143
2023-06-14,Product_2,32,3,2,6,38.0,26.0,33.285714285714285
2023-06-15,Product_2,31,3,3,6,32.0,30.0,33.42857142857143
2023-06-16,Product_2,28,3,4,6,31.0,27.0,33.57142857142857
2023-06-17,Product_2,28,3,5,6,28.0,31.0,33.142857142857146
2023-06-18,Product_2,32,2,6,6,28.0,37.0,32.42857142857143
2023-06-19,Product_2,26,4,0,6,32.0,38.0,30.714285714285715
2023-06-20,Product_2,26,5,1,6,26.0,38.0,29.0
2023-06-21,Product_2,34,2,2,6,26.0,32.0,29.285714285714285
2023-06-22,Product_2,23,4,3,6,34.0,31.0,28.142857142857142
2023-06-23,Product_2,36,2,4,6,23.0,28.0,29.285714285714285
2023-06-24,Product_2,31,5,5,6,36.0,28.0,29.714285714285715
2023-06-25,Product_2,28,3,6,6,31.0,32.0,29.142857142857142
2023-06-26,Product_2,37,5,0,6,28.0,26.0,30.714285714285715
2023-06-27,Product_2,30,2,1,6,37.0,26.0,31.285714285714285
2023-06-28,Product_2,28,2,2,6,30.0,34.0,30.428571428571427
2023-06-29,Product_2,28,5,3,6,28.0,23.0,31.142857142857142
2023-06-30,Product_2,35,2,4,6,28.0,36.0,31.0
2023-07-01,Product_2,32,3,5,7,35.0,31.0,31.142857142857142
2023-07-02,Product_2,36,3,6,7,32.0,28.0,32.285714285714285
2023-07-03,Product_2,31,3,0,7,36.0,37.0,31.428571428571427
2023-07-04,Product_2,27,2,1,7,31.0,30.0,31.0
2023-07-05,Product_2,19,4,2,7,27.0,28.0,29.714285714285715
2023-07-06,Product_2,27,5,3,7,19.0,28.0,29.571428571428573
2023-07-07,Product_2,29,2,4,7,27.0,35.0,28.714285714285715
2023-07-08,Product_2,26,3,5,7,29.0,32.0,27.857142857142858
2023-07-09,Product_2,25,2,6,7,26.0,36.0,26.285714285714285
2023-07-10,Product_2,39,2,0,7,25.0,31.0,27.428571428571427
2023-07-11,Product_2,22,2,1,7,39.0,27.0,26.714285714285715
2023-07-12,Product_2,18,4,2,7,22.0,19.0,26.571428571428573
2023-07-13,Product_2,22,4,3,7,18.0,27.0,25.857142857142858
2023-07-14,Product_2,38,4,4,7,22.0,29.0,27.142857142857142
2023-07-15,Product_2,25,4,5,7,38.0,26.0,27.0
2023-07-16,Product_2,23,4,6,7,25.0,25.0,26.714285714285715
2023-07-17,Product_2,27,5,0,7,23.0,39.0,25.0
2023-07-18,Product_2,35,3,1,7,27.0,22.0,26.857142857142858
2023-07-19,Product_2,32,2,2,7,35.0,18.0,28.857142857142858
2023-07-20,Product_2,29,3,3,7,32.0,22.0,29.857142857142858
2023-07-21,Product_2,25,3,4,7,29.0,38.0,28.0
2023-07-22,Product_2,25,2,5,7,25.0,25.0,28.0
2023-07-23,Product_2,32,2,6,7,25.0,23.0,29.285714285714285
2023-07-24,Product_2,30,2,0,7,32.0,27.0,29.714285714285715
2023-07-25,Product_2,23,5,1,7,30.0,35.0,28.0
2023-07-26,Product_2,25,4,2,7,23.0,32.0,27.0
2023-07-27,Product_2,14,4,3,7,25.0,29.0,24.857142857142858
2023-07-28,Product_2,23,2,4,7,14.0,25.0,24.571428571428573
2023-07-29,Product_2,20,5,5,7,23.0,25.0,23.857142857142858
2023-07-30,Product_2,27,3,6,7,20.0,32.0,23.142857142857142
2023-07-31,Product_2,30,4,0,7,27.0,30.0,23.142857142857142
2023-08-01,Product_2,22,3,1,8,30.0,23.0,23.0
2023-08-02,Product_2,23,4,2,8,22.0,25.0,22.714285714285715
2023-08-03,Product_2,20,3,3,8,23.0,14.0,23.571428571428573
2023-08-04,Product_2,30,5,4,8,20.0,23.0,24.571428571428573
2023-08-05,Product_2,29,4,5,8,30.0,20.0,25.857142857142858
2023-08-06,Product_2,18,4,6,8,29.0,27.0,24.571428571428573
2023-08-07,Product_2,36,2,0,8,18.0,30.0,25.428571428571427
2023-08-08,Product_2,10,4,1,8,36.0,22.0,23.714285714285715
2023-08-09,Product_2,29,5,2,8,10.0,23.0,24.571428571428573
2023-08-10,Product_2,29,5,3,8,29.0,20.0,25.857142857142858
2023-08-11,Product_2,24,2,4,8,29.0,30.0,25.0
2023-08-12,Product_2,28,2,5,8,24.0,29.0,24.857142857142858
2023-08-13,Product_2,26,5,6,8,28.0,18.0,26.0
2023-08-14,Product_2,27,3,0,8,26.0,36.0,24.714285714285715
2023-08-15,Product_2,21,4,1,8,27.0,10.0,26.285714285714285
2023-08-16,Product_2,23,4,2,8,21.0,29.0,25.428571428571427
2023-08-17,Product_2,21,4,3,8,23.0,29.0,24.285714285714285
2023-08-18,Product_2,19,5,4,8,21.0,24.0,23.571428571428573
2023-08-19,Product_2,15,4,5,8,19.0,28.0,21.714285714285715
2023-08-20,Product_2,21,5,6,8,15.0,26.0,21.0
2023-08-21,Product_2,18,5,0,8,21.0,27.0,19.714285714285715
2023-08-22,Product_2,17,3,1,8,18.0,21.0,19.142857142857142
2023-08-23,Product_2,13,2,2,8,17.0,23.0,17.714285714285715
2023-08-24,Product_2,22,2,3,8,13.0,21.0,17.857142857142858
2023-08-25,Product_2,10,3,4,8,22.0,19.0,16.571428571428573
2023-08-26,Product_2,20,5,5,8,10.0,15.0,17.285714285714285
2023-08-27,Product_2,20,3,6,8,20.0,21.0,17.142857142857142
2023-08-28,Product_2,22,2,0,8,20.0,18.0,17.714285714285715
2023-08-29,Product_2,24,2,1,8,22.0,17.0,18.714285714285715
2023-08-30,Product_2,22,4,2,8,24.0,13.0,20.0
2023-08-31,Product_2,19,2,3,8,22.0,22.0,19.571428571428573
2023-09-01,Product_2,19,5,4,9,19.0,10.0,20.857142857142858
2023-09-02,Product_2,15,5,5,9,19.0,20.0,20.142857142857142
2023-09-03,Product_2,22,4,6,9,15.0,20.0,20.428571428571427
2023-09-04,Product_2,12,5,0,9,22.0,22.0,19.0
2023-09-05,Product_2,21,3,1,9,12.0,24.0,18.571428571428573
2023-09-06,Product_2,24,2,2,9,21.0,22.0,18.857142857142858
2023-09-07,Product_2,19,2,3,9,24.0,19.0,18.857142857142858
2023-09-08,Product_2,16,4,4,9,19.0,19.0,18.428571428571427
2023-09-09,Product_2,22,3,5,9,16.0,15.0,19.428571428571427
2023-09-10,Product_2,17,3,6,9,22.0,22.0,18.714285714285715
2023-09-11,Product_2,18,2,0,9,17.0,12.0,19.571428571428573
2023-09-12,Product_2,17,2,1,9,18.0,21.0,19.0
2023-09-13,Product_2,22,4,2,9,17.0,24.0,18.714285714285715
2023-09-14,Product_2,25,2,3,9,22.0,19.0,19.571428571428573
2023-09-15,Product_2,31,2,4,9,25.0,16.0,21.714285714285715
2023-09-16,Product_2,21,2,5,9,31.0,22.0,21.571428571428573
2023-09-17,Product_2,19,3,6,9,21.0,17.0,21.857142857142858
2023-09-18,Product_2,10,3,0,9,19.0,18.0,20.714285714285715
2023-09-19,Product_2,30,2,1,9,10.0,17.0,22.571428571428573
2023-09-20,Product_2,15,4,2,9,30.0,22.0,21.571428571428573
2023-09-21,Product_2,18,5,3,9,15.0,25.0,20.571428571428573
2023-09-22,Product_2,24,4,4,9,18.0,31.0,19.571428571428573
2023-09-23,Product_2,18,4,5,9,24.0,21.0,19.142857142857142
2023-09-24,Product_2,10,2,6,9,18.0,19.0,17.857142857142858
2023-09-25,Product_2,21,4,0,9,10.0,10.0,19.428571428571427
2023-09-26,Product_2,18,4,1,9,21.0,30.0,17.714285714285715
2023-09-27,Product_2,14,3,2,9,18.0,15.0,17.571428571428573
2023-09-28,Product_2,14,5,3,9,14.0,18.0,17.0
2023-09-29,Product_2,17,3,4,9,14.0,24.0,16.0
2023-09-30,Product_2,19,3,5,9,17.0,18.0,16.142857142857142
2023-10-01,Product_2,23,4,6,10,19.0,10.0,18.0
2023-10-02,Product_2,19,5,0,10,23.0,21.0,17.714285714285715
2023-10-03,Product_2,21,2,1,10,19.0,18.0,18.142857142857142
2023-10-04,Product_2,29,2,2,10,21.0,14.0,20.285714285714285
2023-10-05,Product_2,19,5,3,10,29.0,14.0,21.0
2023-10-06,Product_2,27,5,4,10,19.0,17.0,22.428571428571427
2023-10-07,Product_2,15,5,5,10,27.0,19.0,21.857142857142858
2023-10-08,Product_2,16,2,6,10,15.0,23.0,20.857142857142858
2023-10-09,Product_2,13,2,0,10,16.0,19.0,20.0
2023-10-10,Product_2,15,3,1,10,13.0,21.0,19.142857142857142
2023-10-11,Product_2,20,5,2,10,15.0,29.0,17.857142857142858
2023-10-12,Product_2,16,4,3,10,20.0,19.0,17.428571428571427
2023-10-13,Product_2,24,3,4,10,16.0,27.0,17.0
2023-10-14,Product_2,18,3,5,10,24.0,15.0,17.428571428571427
2023-10-15,Product_2,16,4,6,10,18.0,16.0,17.428571428571427
2023-10-16,Product_2,22,4,0,10,16.0,13.0,18.714285714285715
2023-10-17,Product_2,15,3,1,10,22.0,15.0,18.714285714285715
2023-10-18,Product_2,23,5,2,10,15.0,20.0,19.142857142857142
2023-10-19,Product_2,18,2,3,10,23.0,16.0,19.428571428571427
2023-10-20,Product_2,16,2,4,10,18.0,24.0,18.285714285714285
2023-10-21,Product_2,18,5,5,10,16.0,18.0,18.285714285714285
2023-10-22,Product_2,15,5,6,10,18.0,16.0,18.142857142857142
2023-10-23,Product_2,18,4,0,10,15.0,22.0,17.571428571428573
2023-10-24,Product_2,20,3,1,10,18.0,15.0,18.285714285714285
2023-10-25,Product_2,19,3,2,10,20.0,23.0,17.714285714285715
2023-10-26,Product_2,18,4,3,10,19.0,18.0,17.714285714285715
2023-10-27,Product_2,14,2,4,10,18.0,16.0,17.428571428571427
2023-10-28,Product_2,18,2,5,10,14.0,18.0,17.428571428571427
2023-10-29,Product_2,17,5,6,10,18.0,15.0,17.714285714285715
2023-10-30,Product_2,22,3,0,10,17.0,18.0,18.285714285714285
2023-10-31,Product_2,24,3,1,10,22.0,20.0,18.857142857142858
2023-11-01,Product_2,25,2,2,11,24.0,19.0,19.714285714285715
2023-11-02,Product_2,17,4,3,11,25.0,18.0,19.571428571428573
2023-11-03,Product_2,30,4,4,11,17.0,14.0,21.857142857142858
2023-11-04,Product_2,12,2,5,11,30.0,18.0,21.0
2023-11-05,Product_2,27,4,6,11,12.0,17.0,22.428571428571427
2023-11-06,Product_2,18,5,0,11,27.0,22.0,21.857142857142858
2023-11-07,Product_2,26,4,1,11,18.0,24.0,22.142857142857142
2023-11-08,Product_2,20,5,2,11,26.0,25.0,21.428571428571427
2023-11-09,Product_2,15,2,3,11,20.0,17.0,21.142857142857142
2023-11-10,Product_2,27,4,4,11,15.0,30.0,20.714285714285715
2023-11-11,Product_2,21,5,5,11,27.0,12.0,22.0
2023-11-12,Product_2,23,5,6,11,21.0,27.0,21.428571428571427
2023-11-13,Product_2,24,3,0,11,23.0,18.0,22.285714285714285
2023-11-14,Product_2,23,2,1,11,24.0,26.0,21.857142857142858
2023-11-15,Product_2,23,4,2,11,23.0,20.0,22.285714285714285
2023-11-16,Product_2,12,3,3,11,23.0,15.0,21.857142857142858
2023-11-17,Product_2,19,5,4,11,12.0,27.0,20.714285714285715
2023-11-18,Product_2,26,4,5,11,19.0,21.0,21.428571428571427
2023-11-19,Product_2,26,5,6,11,26.0,23.0,21.857142857142858
2023-11-20,Product_2,24,3,0,11,26.0,24.0,21.857142857142858
2023-11-21,Product_2,26,4,1,11,24.0,23.0,22.285714285714285
2023-11-22,Product_2,35,5,2,11,26.0,23.0,24.0
2023-11-23,Product_2,14,3,3,11,35.0,12.0,24.285714285714285
2023-11-24,Product_2,22,3,4,11,14.0,19.0,24.714285714285715
2023-11-25,Product_2,17,5,5,11,22.0,26.0,23.428571428571427
2023-11-26,Product_2,25,3,6,11,17.0,26.0,23.285714285714285
2023-11-27,Product_2,22,4,0,11,25.0,24.0,23.0
2023-11-28,Product_2,22,3,1,11,22.0,26.0,22.428571428571427
2023-11-29,Product_2,17,3,2,11,22.0,35.0,19.857142857142858
2023-11-30,Product_2,32,5,3,11,17.0,14.0,22.428571428571427
2023-12-01,Product_2,31,5,4,12,32.0,22.0,23.714285714285715
2023-12-02,Product_2,16,5,5,12,31.0,17.0,23.571428571428573
2023-12-03,Product_2,25,4,6,12,16.0,25.0,23.571428571428573
2023-12-04,Product_2,17,3,0,12,25.0,22.0,22.857142857142858
2023-12-05,Product_2,30,5,1,12,17.0,22.0,24.0
2023-12-06,Product_2,26,2,2,12,30.0,17.0,25.285714285714285
2023-12-07,Product_2,24,5,3,12,26.0,32.0,24.142857142857142
2023-12-08,Product_2,34,3,4,12,24.0,31.0,24.571428571428573
2023-12-09,Product_2,23,3,5,12,34.0,16.0,25.571428571428573
2023-12-10,Product_2,31,5,6,12,23.0,25.0,26.428571428571427
2023-12-11,Product_2,29,3,0,12,31.0,17.0,28.142857142857142
2023-12-12,Product_2,27,4,1,12,29.0,30.0,27.714285714285715
2023-12-13,Product_2,28,5,2,12,27.0,26.0,28.0
2023-12-14,Product_2,24,3,3,12,28.0,24.0,28.0
2023-12-15,Product_2,26,3,4,12,24.0,34.0,26.857142857142858
2023-12-16,Product_2,23,5,5,12,26.0,23.0,26.857142857142858
2023-12-17,Product_2,20,5,6,12,23.0,31.0,25.285714285714285
2023-12-18,Product_2,31,3,0,12,20.0,29.0,25.571428571428573
2023-12-19,Product_2,27,2,1,12,31.0,27.0,25.571428571428573
2023-12-20,Product_2,24,4,2,12,27.0,28.0,25.0
2023-12-21,Product_2,32,3,3,12,24.0,24.0,26.142857142857142
2023-12-22,Product_2,32,3,4,12,32.0,26.0,27.0
2023-12-23,Product_2,30,4,5,12,32.0,23.0,28.0
2023-12-24,Product_2,29,2,6,12,30.0,20.0,29.285714285714285
2023-12-25,Product_2,28,4,0,12,29.0,31.0,28.857142857142858
2023-12-26,Product_2,29,2,1,12,28.0,27.0,29.142857142857142
2023-12-27,Product_2,32,4,2,12,29.0,24.0,30.285714285714285
2023-12-28,Product_2,20,5,3,12,32.0,32.0,28.571428571428573
2023-12-29,Product_2,32,5,4,12,20.0,32.0,28.571428571428573
2023-12-30,Product_2,29,5,5,12,32.0,30.0,28.428571428571427
2023-12-31,Product_2,31,3,6,12,29.0,29.0,28.714285714285715
2023-01-08,Product_3,32,2,6,1,35.0,29.0,29.714285714285715
2023-01-09,Product_3,19,3,0,1,32.0,36.0,27.285714285714285
2023-01-10,Product_3,32,5,1,1,19.0,26.0,28.142857142857142
2023-01-11,Product_3,30,2,2,1,32.0,34.0,27.571428571428573
2023-01-12,Product_3,29,4,3,1,30.0,25.0,28.142857142857142
2023-01-13,Product_3,30,4,4,1,29.0,20.0,29.571428571428573
2023-01-14,Product_3,18,4,5,1,30.0,35.0,27.142857142857142
2023-01-15,Product_3,27,2,6,1,18.0,32.0,26.428571428571427
2023-01-16,Product_3,24,2,0,1,27.0,19.0,27.142857142857142
2023-01-17,Product_3,22,4,1,1,24.0,32.0,25.714285714285715
2023-01-18,Product_3,27,5,2,1,22.0,30.0,25.285714285714285
2023-01-19,Product_3,34,2,3,1,27.0,29.0,26.0
2023-01-20,Product_3,28,5,4,1,34.0,30.0,25.714285714285715
2023-01-21,Product_3,33,5,5,1,28.0,18.0,27.857142857142858
2023-01-22,Product_3,33,5,6,1,33.0,27.0,28.714285714285715
2023-01-23,Product_3,34,2,0,1,33.0,24.0,30.142857142857142
2023-01-24,Product_3,44,5,1,1,34.0,22.0,33.285714285714285
2023-01-25,Product_3,29,5,2,1,44.0,27.0,33.57142857142857
2023-01-26,Product_3,28,3,3,1,29.0,34.0,32.714285714285715
2023-01-27,Product_3,37,4,4,1,28.0,28.0,34.0
2023-01-28,Product_3,32,3,5,1,37.0,33.0,33.857142857142854
2023-01-29,Product_3,24,3,6,1,32.0,33.0,32.57142857142857
2023-01-30,Product_3,23,5,0,1,24.0,34.0,31.0
2023-01-31,Product_3,28,3,1,1,23.0,44.0,28.714285714285715
2023-02-01,Product_3,34,5,2,2,28.0,29.0,29.428571428571427
2023-02-02,Product_3,39,3,3,2,34.0,28.0,31.0
2023-02-03,Product_3,23,5,4,2,39.0,37.0,29.0
2023-02-04,Product_3,32,2,5,2,23.0,32.0,29.0
2023-02-05,Product_3,20,2,6,2,32.0,24.0,28.428571428571427
2023-02-06,Product_3,31,3,0,2,20.0,23.0,29.571428571428573
2023-02-07,Product_3,28,5,1,2,31.0,28.0,29.571428571428573
2023-02-08,Product_3,40,4,2,2,28.0,34.0,30.428571428571427
2023-02-09,Product_3,24,2,3,2,40.0,39.0,28.285714285714285
2023-02-10,Product_3,29,2,4,2,24.0,23.0,29.142857142857142
2023-02-11,Product_3,33,4,5,2,29.0,32.0,29.285714285714285
2023-02-12,Product_3,28,4,6,2,33.0,20.0,30.428571428571427
2023-02-13,Product_3,24,2,0,2,28.0,31.0,29.428571428571427
2023-02-14,Product_3,33,5,1,2,24.0,28.0,30.142857142857142
2023-02-15,Product_3,32,5,2,2,33.0,40.0,29.0
2023-02-16,Product_3,26,4,3,2,32.0,24.0,29.285714285714285
2023-02-17,Product_3,30,4,4,2,26.0,29.0,29.428571428571427
2023-02-18,Product_3,32,5,5,2,30.0,33.0,29.285714285714285
2023-02-19,Product_3,38,3,6,2,32.0,28.0,30.714285714285715
2023-02-20,Product_3,43,2,0,2,38.0,24.0,33.42857142857143
2023-02-21,Product_3,30,2,1,2,43.0,33.0,33.0
2023-02-22,Product_3,44,5,2,2,30.0,32.0,34.714285714285715
2023-02-23,Product_3,27,2,3,2,44.0,26.0,34.857142857142854
2023-02-24,Product_3,30,5,4,2,27.0,30.0,34.857142857142854
2023-02-25,Product_3,27,2,5,2,30.0,32.0,34.142857142857146
2023-02-26,Product_3,26,5,6,2,27.0,38.0,32.42857142857143
2023-02-27,Product_3,40,2,0,2,26.0,43.0,32.0
2023-02-28,Product_3,38,5,1,2,40.0,30.0,33.142857142857146
2023-03-01,Product_3,39,5,2,3,38.0,44.0,32.42857142857143
2023-03-02,Product_3,35,4,3,3,39.0,27.0,33.57142857142857
2023-03-03,Product_3,40,2,4,3,35.0,30.0,35.0
2023-03-04,Product_3,33,3,5,3,40.0,27.0,35.857142857142854
2023-03-05,Product_3,32,2,6,3,33.0,26.0,36.714285714285715
2023-03-06,Product_3,28,2,0,3,32.0,40.0,35.0
2023-03-07,Product_3,38,2,1,3,28.0,38.0,35.0
2023-03-08,Product_3,43,5,2,3,38.0,39.0,35.57142857142857
2023-03-09,Product_3,39,2,3,3,43.0,35.0,36.142857142857146
2023-03-10,Product_3,45,3,4,3,39.0,40.0,36.857142857142854
2023-03-11,Product_3,34,3,5,3,45.0,33.0,37.0
2023-03-12,Product_3,27,4,6,3,34.0,32.0,36.285714285714285
2023-03-13,Product_3,37,3,0,3,27.0,28.0,37.57142857142857
2023-03-14,Product_3,37,4,1,3,37.0,38.0,37.42857142857143
2023-03-15,Product_3,25,5,2,3,37.0,43.0,34.857142857142854
2023-03-16,Product_3,35,5,3,3,25.0,39.0,34.285714285714285
2023-03-17,Product_3,36,3,4,3,35.0,45.0,33.0
